customer_id,Id,ActivityDate,TotalSteps, TotalDistance , TrackerDistance ,LoggedActivitiesDistance, VeryActiveDistance , ModeratelyActiveDistance , LightActiveDistance ,SedentaryActiveDistance,VeryActiveMinutes,FairlyActiveMinutes,LightlyActiveMinutes,SedentaryMinutes,Calories,TotalActiveMinutes,ActivityLevel,DaysOfTheWeek
0366,1503960366,4/29/16,11181, 7.15 , 7.15 ,0, 1.06 , 0.50 , 5.58 ,0,16,12,243,815,1837,1086,Active,Friday
0366,1503960366,4/30/16,14673, 9.25 , 9.25 ,0, 3.56 , 1.42 , 4.27 ,0,52,34,217,712,1947,1015,Active,Saturday
0366,1503960366,5/1/16,10602, 6.81 , 6.81 ,0, 2.29 , 1.60 , 2.92 ,0,33,35,246,730,1820,1044,Active,Sunday
0366,1503960366,5/2/16,14727, 9.71 , 9.71 ,0, 3.21 , 0.57 , 5.92 ,0,41,15,277,798,2004,1131,Active,Monday
0366,1503960366,5/3/16,15103, 9.66 , 9.66 ,0, 3.73 , 1.05 , 4.88 ,0,50,24,254,816,1990,1144,Active,Tuesday
0366,1503960366,5/4/16,11100, 7.15 , 7.15 ,0, 2.46 , 0.87 , 3.82 ,0,36,22,203,1179,1819,1440,Very Active,Wednesday
0366,1503960366,5/5/16,14070, 8.90 , 8.90 ,0, 2.92 , 1.08 , 4.88 ,0,45,24,250,857,1959,1176,Active,Thursday
0366,1503960366,5/6/16,12159, 8.03 , 8.03 ,0, 1.97 , 0.25 , 5.81 ,0,24,6,289,754,1896,1073,Active,Friday
0366,1503960366,5/7/16,11992, 7.71 , 7.71 ,0, 2.46 , 2.12 , 3.13 ,0,37,46,175,833,1821,1091,Active,Saturday
0366,1503960366,5/8/16,10060, 6.58 , 6.58 ,0, 3.53 , 0.32 , 2.73 ,0,44,8,203,574,1740,829,Not Active,Sunday
0366,1503960366,5/9/16,12022, 7.72 , 7.72 ,0, 3.45 , 0.53 , 3.74 ,0,46,11,206,835,1819,1098,Active,Monday
0366,1503960366,5/10/16,12207, 7.77 , 7.77 ,0, 3.35 , 1.16 , 3.26 ,0,46,31,214,746,1859,1037,Active,Tuesday
0366,1503960366,5/11/16,12770, 8.13 , 8.13 ,0, 2.56 , 1.01 , 4.55 ,0,36,23,251,669,1783,979,Not Active,Wednesday
0366,1503960366,5/12/16,0, -   , -   ,0,0, -   , -   ,0,0,0,0,1440,0,1440,Very Active,Thursday
0081,1624580081,4/12/16,8163, 5.31 , 5.31 ,0,0, -   , 5.31 ,0,0,0,146,1294,1432,1440,Very Active,Tuesday
0081,1624580081,4/13/16,7007, 4.55 , 4.55 ,0,0, -   , 4.55 ,0,0,0,148,1292,1411,1440,Very Active,Wednesday
0081,1624580081,4/14/16,9107, 5.92 , 5.92 ,0,0, -   , 5.91 ,0.01,0,0,236,1204,1572,1440,Very Active,Thursday
0081,1624580081,4/15/16,1510, 0.98 , 0.98 ,0,0, -   , 0.97 ,0,0,0,96,1344,1344,1440,Very Active,Friday
0081,1624580081,4/16/16,5370, 3.49 , 3.49 ,0,0, -   , 3.49 ,0,0,0,176,1264,1463,1440,Very Active,Saturday
0081,1624580081,4/17/16,6175, 4.06 , 4.06 ,0, 1.03 , 1.52 , 1.49 ,0.01,15,22,127,1276,1554,1440,Very Active,Sunday
0081,1624580081,4/18/16,10536, 7.41 , 7.41 ,0, 2.15 , 0.62 , 4.62 ,0.01,17,7,202,1214,1604,1440,Very Active,Monday
0081,1624580081,4/19/16,2916, 1.90 , 1.90 ,0,0, -   , 1.90 ,0,0,0,141,1299,1435,1440,Very Active,Tuesday
0081,1624580081,4/20/16,4974, 3.23 , 3.23 ,0,0, -   , 3.23 ,0,0,0,151,1289,1446,1440,Very Active,Wednesday
0081,1624580081,4/21/16,6349, 4.13 , 4.13 ,0,0, -   , 4.11 ,0.02,0,0,186,1254,1467,1440,Very Active,Thursday
0081,1624580081,4/22/16,4026, 2.62 , 2.62 ,0,0, -   , 2.60 ,0,0,0,199,1241,1470,1440,Very Active,Friday
0081,1624580081,4/23/16,8538, 5.55 , 5.55 ,0,0, -   , 5.54 ,0.01,0,0,227,1213,1562,1440,Very Active,Saturday
0081,1624580081,4/24/16,6076, 3.95 , 3.95 ,0, 1.15 , 0.91 , 1.89 ,0,16,18,185,1221,1617,1440,Very Active,Sunday
0081,1624580081,4/25/16,6497, 4.22 , 4.22 ,0,0, -   , 4.20 ,0.02,0,0,202,1238,1492,1440,Very Active,Monday
0081,1624580081,4/26/16,2826, 1.84 , 1.84 ,0,0, -   , 1.83 ,0.01,0,0,140,1300,1402,1440,Very Active,Tuesday
0081,1624580081,4/27/16,8367, 5.44 , 5.44 ,0, 1.11 , 1.87 , 2.46 ,0,17,36,154,1233,1670,1440,Very Active,Wednesday
0081,1624580081,4/28/16,2759, 1.79 , 1.79 ,0,0, 0.20 , 1.60 ,0,0,5,115,1320,1401,1440,Very Active,Thursday
0081,1624580081,4/29/16,2390, 1.55 , 1.55 ,0,0, -   , 1.55 ,0,0,0,150,1290,1404,1440,Very Active,Friday
0081,1624580081,4/30/16,6474, 4.30 , 4.30 ,0, 0.90 , 1.28 , 2.12 ,0.01,11,23,224,1182,1655,1440,Very Active,Saturday
0081,1624580081,5/1/16,36019, 28.03 , 28.03 ,0, 21.92 , 4.19 , 1.91 ,0.02,186,63,171,1020,2690,1440,Very Active,Sunday
0081,1624580081,5/2/16,7155, 4.93 , 4.93 ,0, 0.86 , 0.59 , 3.47 ,0,7,6,166,1261,1497,1440,Very Active,Monday
0081,1624580081,5/3/16,2100, 1.37 , 1.37 ,0,0, -   , 1.34 ,0.02,0,0,96,1344,1334,1440,Very Active,Tuesday
0081,1624580081,5/4/16,2193, 1.43 , 1.43 ,0,0, -   , 1.42 ,0,0,0,118,1322,1368,1440,Very Active,Wednesday
0081,1624580081,5/5/16,2470, 1.61 , 1.61 ,0,0, -   , 1.58 ,0.02,0,0,117,1323,1370,1440,Very Active,Thursday
0081,1624580081,5/6/16,1727, 1.12 , 1.12 ,0,0, -   , 1.12 ,0.01,0,0,102,1338,1341,1440,Very Active,Friday
0081,1624580081,5/7/16,2104, 1.37 , 1.37 ,0,0, -   , 1.37 ,0,0,0,182,1258,1474,1440,Very Active,Saturday
0081,1624580081,5/8/16,3427, 2.23 , 2.23 ,0,0, -   , 2.22 ,0,0,0,152,1288,1427,1440,Very Active,Sunday
0081,1624580081,5/9/16,1732, 1.13 , 1.13 ,0,0, -   , 1.13 ,0,0,0,91,1349,1328,1440,Very Active,Monday
0081,1624580081,5/10/16,2969, 1.93 , 1.93 ,0,0, -   , 1.92 ,0.01,0,0,139,1301,1393,1440,Very Active,Tuesday
0081,1624580081,5/11/16,3134, 2.04 , 2.04 ,0,0, -   , 2.04 ,0,0,0,112,1328,1359,1440,Very Active,Wednesday
0081,1624580081,5/12/16,2971, 1.93 , 1.93 ,0,0, -   , 1.92 ,0.01,0,0,107,890,1002,997,Not Active,Thursday
0081,1644430081,4/12/16,10694, 7.77 , 7.77 ,0, 0.14 , 2.30 , 5.33 ,0,2,51,256,1131,3199,1440,Very Active,Tuesday
0081,1644430081,4/13/16,8001, 5.82 , 5.82 ,0, 2.28 , 0.90 , 2.64 ,0,30,16,135,1259,2902,1440,Very Active,Wednesday
0081,1644430081,4/14/16,11037, 8.02 , 8.02 ,0, 0.36 , 2.56 , 5.10 ,0,5,58,252,1125,3226,1440,Very Active,Thursday
0081,1644430081,4/15/16,5263, 3.83 , 3.83 ,0, 0.22 , 0.15 , 3.45 ,0,3,4,170,1263,2750,1440,Very Active,Friday
0081,1644430081,4/16/16,15300, 11.12 , 11.12 ,0, 4.10 , 1.88 , 5.09 ,0,51,42,212,1135,3493,1440,Very Active,Saturday
0081,1644430081,4/17/16,8757, 6.37 , 6.37 ,0, 2.25 , 0.57 , 3.55 ,0,29,13,186,1212,3011,1440,Very Active,Sunday
0081,1644430081,4/18/16,7132, 5.19 , 5.19 ,0, 1.07 , 1.67 , 2.45 ,0,15,33,121,1271,2806,1440,Very Active,Monday
0081,1644430081,4/19/16,11256, 8.18 , 8.18 ,0, 0.36 , 2.53 , 5.30 ,0,5,58,278,1099,3300,1440,Very Active,Tuesday
0081,1644430081,4/20/16,2436, 1.77 , 1.77 ,0,0, -   , 1.76 ,0.01,0,0,125,1315,2430,1440,Very Active,Wednesday
0081,1644430081,4/21/16,1223, 0.89 , 0.89 ,0,0, -   , 0.88 ,0.01,0,0,38,1402,2140,1440,Very Active,Thursday
0081,1644430081,4/22/16,3673, 2.67 , 2.67 ,0,0, -   , 2.66 ,0.01,0,0,86,1354,2344,1440,Very Active,Friday
0081,1644430081,4/23/16,6637, 4.83 , 4.83 ,0,0, 0.58 , 4.25 ,0,0,15,160,1265,2677,1440,Very Active,Saturday
0081,1644430081,4/24/16,3321, 2.41 , 2.41 ,0,0, -   , 2.41 ,0,0,0,89,1351,2413,1440,Very Active,Sunday
0081,1644430081,4/25/16,3580, 2.60 , 2.60 ,0, 0.59 , 0.06 , 1.95 ,0,8,1,94,1337,2497,1440,Very Active,Monday
0081,1644430081,4/26/16,9919, 7.21 , 7.21 ,0, 0.80 , 1.72 , 4.69 ,0,11,41,223,1165,3123,1440,Very Active,Tuesday
0081,1644430081,4/27/16,3032, 2.20 , 2.20 ,0,0, -   , 2.20 ,0,0,0,118,1322,2489,1440,Very Active,Wednesday
0081,1644430081,4/28/16,9405, 6.84 , 6.84 ,0, 0.20 , 2.32 , 4.31 ,0,3,53,227,1157,3108,1440,Very Active,Thursday
0081,1644430081,4/29/16,3176, 2.31 , 2.31 ,0,0, -   , 2.31 ,0,0,0,120,1193,2498,1313,Active,Friday
0081,1644430081,4/30/16,18213, 13.24 , 13.24 ,0, 0.63 , 3.14 , 9.46 ,0,9,71,402,816,3846,1298,Active,Saturday
0081,1644430081,5/1/16,6132, 4.46 , 4.46 ,0, 0.24 , 0.99 , 3.23 ,0,3,24,146,908,2696,1081,Active,Sunday
0081,1644430081,5/2/16,3758, 2.73 , 2.73 ,0, 0.07 , 0.31 , 2.35 ,0,1,7,148,682,2580,838,Not Active,Monday
0081,1644430081,5/3/16,12850, 9.34 , 9.34 ,0, 0.72 , 4.09 , 4.54 ,0,10,94,221,1115,3324,1440,Very Active,Tuesday
0081,1644430081,5/4/16,2309, 1.68 , 1.68 ,0,0, -   , 1.66 ,0.02,0,0,52,1388,2222,1440,Very Active,Wednesday
0081,1644430081,5/5/16,4363, 3.19 , 3.19 ,0, 0.52 , 0.54 , 2.13 ,0.01,6,12,81,1341,2463,1440,Very Active,Thursday
0081,1644430081,5/6/16,9787, 7.12 , 7.12 ,0, 0.82 , 0.27 , 6.01 ,0.02,11,6,369,1054,3328,1440,Very Active,Friday
0081,1644430081,5/7/16,13372, 9.72 , 9.72 ,0, 3.26 , 0.79 , 5.67 ,0.01,41,17,243,1139,3404,1440,Very Active,Saturday
0081,1644430081,5/8/16,6724, 4.89 , 4.89 ,0,0, -   , 4.88 ,0,0,0,295,991,2987,1286,Active,Sunday
0081,1644430081,5/9/16,6643, 4.83 , 4.83 ,0, 2.39 , 0.35 , 2.09 ,0.01,32,6,303,1099,3008,1440,Very Active,Monday
0081,1644430081,5/10/16,9167, 6.66 , 6.66 ,0, 0.88 , 0.81 , 4.97 ,0.01,12,19,155,1254,2799,1440,Very Active,Tuesday
0081,1644430081,5/11/16,1329, 0.97 , 0.97 ,0,0, -   , 0.95 ,0.01,0,0,49,713,1276,762,Not Active,Wednesday
5072,1844505072,4/12/16,6697, 4.43 , 4.43 ,0,0, -   , 4.43 ,0,0,0,339,1101,2030,1440,Very Active,Tuesday
5072,1844505072,4/13/16,4929, 3.26 , 3.26 ,0,0, -   , 3.26 ,0,0,0,248,1192,1860,1440,Very Active,Wednesday
5072,1844505072,4/14/16,7937, 5.25 , 5.25 ,0,0, -   , 5.23 ,0,0,0,373,843,2130,1216,Active,Thursday
5072,1844505072,4/15/16,3844, 2.54 , 2.54 ,0,0, -   , 2.54 ,0,0,0,176,527,1725,703,Not Active,Friday
5072,1844505072,4/16/16,3414, 2.26 , 2.26 ,0,0, -   , 2.26 ,0,0,0,147,1293,1657,1440,Very Active,Saturday
5072,1844505072,4/17/16,4525, 2.99 , 2.99 ,0, 0.14 , 0.26 , 2.59 ,0,2,8,199,1231,1793,1440,Very Active,Sunday
5072,1844505072,4/18/16,4597, 3.04 , 3.04 ,0,0, 0.48 , 2.56 ,0,0,12,217,1211,1814,1440,Very Active,Monday
5072,1844505072,4/19/16,197, 0.13 , 0.13 ,0,0, -   , 0.13 ,0,0,0,10,1430,1366,1440,Very Active,Tuesday
5072,1844505072,4/20/16,8, 0.01 , 0.01 ,0,0, -   , 0.01 ,0,0,0,1,1439,1349,1440,Very Active,Wednesday
5072,1844505072,4/21/16,8054, 5.32 , 5.32 ,0, 0.12 , 0.52 , 4.68 ,0,2,13,308,1117,2062,1440,Very Active,Thursday
5072,1844505072,4/22/16,5372, 3.55 , 3.55 ,0,0, -   , 3.55 ,0,0,0,220,1220,1827,1440,Very Active,Friday
5072,1844505072,4/23/16,3570, 2.36 , 2.36 ,0,0, -   , 2.36 ,0,0,0,139,1301,1645,1440,Very Active,Saturday
5072,1844505072,4/24/16,0, -   , -   ,0,0, -   , -   ,0,0,0,0,1440,1347,1440,Very Active,Sunday
5072,1844505072,4/25/16,0, -   , -   ,0,0, -   , -   ,0,0,0,0,1440,1347,1440,Very Active,Monday
5072,1844505072,4/26/16,0, -   , -   ,0,0, -   , -   ,0,0,0,0,1440,1347,1440,Very Active,Tuesday
5072,1844505072,4/27/16,4, -   , -   ,0,0, -   , -   ,0,0,0,1,1439,1348,1440,Very Active,Wednesday
5072,1844505072,4/28/16,6907, 4.57 , 4.57 ,0,0, -   , 4.56 ,0,0,0,302,1138,1992,1440,Very Active,Thursday
5072,1844505072,4/29/16,4920, 3.25 , 3.25 ,0,0, -   , 3.25 ,0,0,0,247,1082,1856,1329,Active,Friday
5072,1844505072,4/30/16,4014, 2.67 , 2.67 ,0,0, -   , 2.65 ,0,0,0,184,218,1763,402,Not Active,Saturday
5072,1844505072,5/1/16,2573, 1.70 , 1.70 ,0,0, 0.26 , 1.45 ,0,0,7,75,585,1541,667,Not Active,Sunday
5072,1844505072,5/2/16,0, -   , -   ,0,0, -   , -   ,0,0,0,0,1440,1348,1440,Very Active,Monday
5072,1844505072,5/3/16,4059, 2.68 , 2.68 ,0,0, -   , 2.68 ,0,0,0,184,1256,1742,1440,Very Active,Tuesday
5072,1844505072,5/4/16,2080, 1.37 , 1.37 ,0,0, -   , 1.37 ,0,0,0,87,1353,1549,1440,Very Active,Wednesday
5072,1844505072,5/5/16,2237, 1.48 , 1.48 ,0,0, -   , 1.48 ,0,0,0,120,1320,1589,1440,Very Active,Thursday
5072,1844505072,5/6/16,44, 0.03 , 0.03 ,0,0, -   , 0.03 ,0,0,0,2,1438,1351,1440,Very Active,Friday
5072,1844505072,5/7/16,0, -   , -   ,0,0, -   , -   ,0,0,0,0,1440,1347,1440,Very Active,Saturday
5072,1844505072,5/8/16,0, -   , -   ,0,0, -   , -   ,0,0,0,0,1440,1347,1440,Very Active,Sunday
5072,1844505072,5/9/16,0, -   , -   ,0,0, -   , -   ,0,0,0,0,1440,1347,1440,Very Active,Monday
5072,1844505072,5/10/16,0, -   , -   ,0,0, -   , -   ,0,0,0,0,1440,1347,1440,Very Active,Tuesday
5072,1844505072,5/11/16,0, -   , -   ,0,0, -   , -   ,0,0,0,0,1440,1347,1440,Very Active,Wednesday
5072,1844505072,5/12/16,0, -   , -   ,0,0, -   , -   ,0,0,0,0,711,665,711,Not Active,Thursday
2279,1927972279,4/12/16,678, 0.47 , 0.47 ,0,0, -   , 0.47 ,0,0,0,55,734,2220,789,Not Active,Tuesday
2279,1927972279,4/13/16,356, 0.25 , 0.25 ,0,0, -   , 0.25 ,0,0,0,32,986,2151,1018,Active,Wednesday
2279,1927972279,4/14/16,2163, 1.50 , 1.50 ,0,0, 0.40 , 1.10 ,0,0,9,88,1292,2383,1389,Active,Thursday
2279,1927972279,4/15/16,980, 0.68 , 0.68 ,0,0, -   , 0.68 ,0,0,0,51,941,2221,992,Not Active,Friday
2279,1927972279,4/16/16,0, -   , -   ,0,0, -   , -   ,0,0,0,0,1440,2064,1440,Very Active,Saturday
2279,1927972279,4/17/16,0, -   , -   ,0,0, -   , -   ,0,0,0,0,1440,2063,1440,Very Active,Sunday
2279,1927972279,4/18/16,244, 0.17 , 0.17 ,0,0, -   , 0.17 ,0,0,0,17,1423,2111,1440,Very Active,Monday
2279,1927972279,4/19/16,0, -   , -   ,0,0, -   , -   ,0,0,0,0,1440,2063,1440,Very Active,Tuesday
2279,1927972279,4/20/16,0, -   , -   ,0,0, -   , -   ,0,0,0,0,1440,2063,1440,Very Active,Wednesday
2279,1927972279,4/21/16,0, -   , -   ,0,0, -   , -   ,0,0,0,0,1440,2064,1440,Very Active,Thursday
2279,1927972279,4/22/16,149, 0.10 , 0.10 ,0,0, -   , 0.10 ,0,0,0,10,1430,2093,1440,Very Active,Friday
2279,1927972279,4/23/16,2945, 2.04 , 2.04 ,0,0, -   , 2.04 ,0,0,0,145,1295,2499,1440,Very Active,Saturday
2279,1927972279,4/24/16,2090, 1.45 , 1.45 ,0, 0.07 , 0.24 , 1.14 ,0,1,6,75,1358,2324,1440,Very Active,Sunday
2279,1927972279,4/25/16,152, 0.11 , 0.11 ,0,0, -   , 0.11 ,0,0,0,12,1303,2100,1315,Active,Monday
2279,1927972279,4/26/16,3761, 2.60 , 2.60 ,0,0, -   , 2.60 ,0,0,0,192,1058,2638,1250,Active,Tuesday
2279,1927972279,4/27/16,0, -   , -   ,0,0, -   , -   ,0,0,0,0,1440,2063,1440,Very Active,Wednesday
2279,1927972279,4/28/16,1675, 1.16 , 1.16 ,0,0, -   , 1.16 ,0,0,0,95,1167,2351,1262,Active,Thursday
2279,1927972279,4/29/16,0, -   , -   ,0,0, -   , -   ,0,0,0,0,1440,2063,1440,Very Active,Friday
2279,1927972279,4/30/16,0, -   , -   ,0,0, -   , -   ,0,0,0,0,1440,2064,1440,Very Active,Saturday
2279,1927972279,5/1/16,2704, 1.87 , 1.87 ,0, 1.01 , 0.03 , 0.83 ,0,14,1,70,1355,2411,1440,Very Active,Sunday
2279,1927972279,5/2/16,3790, 2.62 , 2.62 ,0, 1.16 , 0.30 , 1.16 ,0,16,8,94,1322,2505,1440,Very Active,Monday
2279,1927972279,5/3/16,1326, 0.92 , 0.92 ,0, 0.73 , -   , 0.18 ,0,10,0,17,1413,2195,1440,Very Active,Tuesday
2279,1927972279,5/4/16,1786, 1.24 , 1.24 ,0,0, -   , 1.24 ,0,0,0,87,1353,2338,1440,Very Active,Wednesday
2279,1927972279,5/5/16,0, -   , -   ,0,0, -   , -   ,0,0,0,0,1440,2063,1440,Very Active,Thursday
2279,1927972279,5/6/16,2091, 1.45 , 1.45 ,0,0, -   , 1.45 ,0,0,0,108,1332,2383,1440,Very Active,Friday
2279,1927972279,5/7/16,1510, 1.04 , 1.04 ,0,0, -   , 1.04 ,0,0,0,48,1392,2229,1440,Very Active,Saturday
2279,1927972279,5/8/16,0, -   , -   ,0,0, -   , -   ,0,0,0,0,1440,2063,1440,Very Active,Sunday
2279,1927972279,5/9/16,0, -   , -   ,0,0, -   , -   ,0,0,0,0,1440,2063,1440,Very Active,Monday
2279,1927972279,5/10/16,0, -   , -   ,0,0, -   , -   ,0,0,0,0,1440,2063,1440,Very Active,Tuesday
2279,1927972279,5/11/16,0, -   , -   ,0,0, -   , -   ,0,0,0,0,1440,2063,1440,Very Active,Wednesday
2279,1927972279,5/12/16,0, -   , -   ,0,0, -   , -   ,0,0,0,0,966,1383,966,Not Active,Thursday
4408,2022484408,4/12/16,11875, 8.34 , 8.34 ,0, 3.31 , 0.77 , 4.26 ,0,42,14,227,1157,2390,1440,Very Active,Tuesday
4408,2022484408,4/13/16,12024, 8.50 , 8.50 ,0, 2.99 , 0.10 , 5.41 ,0,43,5,292,1100,2601,1440,Very Active,Wednesday
4408,2022484408,4/14/16,10690, 7.50 , 7.50 ,0, 2.48 , 0.21 , 4.82 ,0,32,3,257,1148,2312,1440,Very Active,Thursday
4408,2022484408,4/15/16,11034, 8.03 , 8.03 ,0, 1.94 , 0.31 , 5.78 ,0,27,9,282,1122,2525,1440,Very Active,Friday
4408,2022484408,4/16/16,10100, 7.09 , 7.09 ,0, 3.15 , 0.55 , 3.39 ,0,41,11,151,1237,2177,1440,Very Active,Saturday
4408,2022484408,4/17/16,15112, 11.40 , 11.40 ,0, 3.87 , 0.66 , 6.88 ,0,28,29,331,1052,2782,1440,Very Active,Sunday
4408,2022484408,4/18/16,14131, 10.07 , 10.07 ,0, 3.64 , 0.12 , 6.30 ,0,48,3,311,1078,2770,1440,Very Active,Monday
4408,2022484408,4/19/16,11548, 8.53 , 8.53 ,0, 3.29 , 0.24 , 5.00 ,0,31,7,250,1152,2489,1440,Very Active,Tuesday
4408,2022484408,4/20/16,15112, 10.67 , 10.67 ,0, 3.34 , 1.93 , 5.40 ,0,48,63,276,1053,2897,1440,Very Active,Wednesday
4408,2022484408,4/21/16,12453, 8.74 , 8.74 ,0, 3.33 , 1.11 , 4.31 ,0,104,53,255,1028,3158,1440,Very Active,Thursday
4408,2022484408,4/22/16,12954, 9.33 , 9.33 ,0, 4.43 , 0.42 , 4.47 ,0,52,10,273,1105,2638,1440,Very Active,Friday
4408,2022484408,4/23/16,6001, 4.21 , 4.21 ,0,0, -   , 4.21 ,0,0,0,249,1191,2069,1440,Very Active,Saturday
4408,2022484408,4/24/16,13481, 10.28 , 10.28 ,0, 4.55 , 1.15 , 4.58 ,0,37,26,216,1161,2529,1440,Very Active,Sunday
4408,2022484408,4/25/16,11369, 8.01 , 8.01 ,0, 3.33 , 0.22 , 4.46 ,0,44,8,217,1171,2470,1440,Very Active,Monday
4408,2022484408,4/26/16,10119, 7.19 , 7.19 ,0, 1.43 , 0.66 , 5.11 ,0,55,24,275,1086,2793,1440,Very Active,Tuesday
4408,2022484408,4/27/16,10159, 7.13 , 7.13 ,0, 1.04 , 0.97 , 5.12 ,0,19,20,282,1119,2463,1440,Very Active,Wednesday
4408,2022484408,4/28/16,10140, 7.12 , 7.12 ,0, 0.41 , 1.33 , 5.39 ,0,6,20,291,1123,2296,1440,Very Active,Thursday
4408,2022484408,4/29/16,10245, 7.19 , 7.19 ,0, 0.48 , 1.21 , 5.50 ,0,21,40,281,1098,2611,1440,Very Active,Friday
4408,2022484408,4/30/16,18387, 12.91 , 12.91 ,0, 0.94 , 1.40 , 10.57 ,0,13,23,361,1043,2732,1440,Very Active,Saturday
4408,2022484408,5/1/16,10538, 7.40 , 7.40 ,0, 1.94 , 0.96 , 4.50 ,0,25,28,245,1142,2380,1440,Very Active,Sunday
4408,2022484408,5/2/16,10379, 7.29 , 7.29 ,0, 2.61 , 0.34 , 4.33 ,0,36,8,277,1119,2473,1440,Very Active,Monday
4408,2022484408,5/3/16,12183, 8.74 , 8.74 ,0, 3.99 , 0.46 , 4.28 ,0,72,14,250,1104,2752,1440,Very Active,Tuesday
4408,2022484408,5/4/16,11768, 8.29 , 8.29 ,0, 2.51 , 0.93 , 4.85 ,0,36,27,272,1105,2649,1440,Very Active,Wednesday
4408,2022484408,5/5/16,11895, 8.35 , 8.35 ,0, 2.79 , 0.86 , 4.70 ,0,55,20,253,1112,2609,1440,Very Active,Thursday
4408,2022484408,5/6/16,10227, 7.18 , 7.18 ,0, 1.87 , 0.67 , 4.64 ,0,24,17,295,1104,2498,1440,Very Active,Friday
4408,2022484408,5/7/16,6708, 4.71 , 4.71 ,0, 1.61 , 0.08 , 3.02 ,0,20,2,149,1269,1995,1440,Very Active,Saturday
4408,2022484408,5/8/16,3292, 2.31 , 2.31 ,0,0, -   , 2.31 ,0,0,0,135,1305,1848,1440,Very Active,Sunday
4408,2022484408,5/9/16,13379, 9.39 , 9.39 ,0, 2.12 , 1.63 , 5.64 ,0,35,47,297,1061,2709,1440,Very Active,Monday
4408,2022484408,5/10/16,12798, 8.98 , 8.98 ,0, 2.22 , 1.21 , 5.56 ,0,57,28,271,1084,2797,1440,Very Active,Tuesday
4408,2022484408,5/11/16,13272, 9.32 , 9.32 ,0, 4.18 , 1.15 , 3.99 ,0,58,25,224,1133,2544,1440,Very Active,Wednesday
4408,2022484408,5/12/16,9117, 6.41 , 6.41 ,0, 1.28 , 0.67 , 4.44 ,0,16,16,236,728,1853,996,Not Active,Thursday
2035,2026352035,4/12/16,4414, 2.74 , 2.74 ,0, 0.19 , 0.35 , 2.20 ,0,3,8,181,706,1459,898,Not Active,Tuesday
2035,2026352035,4/13/16,4993, 3.10 , 3.10 ,0,0, -   , 3.10 ,0,0,0,238,663,1521,901,Not Active,Wednesday
